block,trial,image,type,thisN,thisTrialN,thisRepN,response.keys,response.rt,response.duration,trial_loop.thisRepN,trial_loop.thisTrialN,trial_loop.thisN,trial_loop.thisIndex,thisRow.t,notes,Welcome.started,Start_text.started,key_resp.started,Welcome.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trial_ex.started,fixation.started,fixation.stopped,trial_ex.stopped,faces.started,faces_image.started,response.started,serialPort.started,serialPort.stopped,faces.stopped,trial_loop.response.keys,trial_loop.response.rt,trial_loop.response.duration,end_block.started,Endding.started,Endding.stopped,end_block.stopped,pressed_trials,participant,session,date,expName,psychopyVersion,frameRate,expStart,
3,41,faces/unknown/unknown_132.jpg,unknown,40,40,0,None,,,0,40,40,40,154.0156520999999,,,,,,,,,154.01187370000025,154.99970459999986,155.97881280000001,155.91291679999995,155.97541999999976,155.97881280000001,155.97881280000001,0.06251609999981156,1.0506373999996867,157.9158723999999,None,,,,,,,,102,003,2025-05-17_14h40.57.329,project,2024.2.4,231.69064665074265,2025-05-17 14h41.07.152874 +0700,
3,42,faces/known/known_146.jpg,known,41,41,0,space,0.6252720000002228,0.2001044999997248,0,41,41,41,157.9199362999998,,,,,,,,,157.91610560000026,158.90318910000042,159.63639320000038,159.6041851,159.6334694999996,159.63639320000038,159.63639320000038,0.0292844999994486,1.0157737999998062,161.60753889999978,space,0.6252720000002228,0.2001044999997248,,,,,,102,003,2025-05-17_14h40.57.329,project,2024.2.4,231.69064665074265,2025-05-17 14h41.07.152874 +0700,
3,43,faces/unknown/unknown_0.jpg,unknown,42,42,0,None,,,0,42,42,42,161.61272569999983,,,,,,,,,161.60773359999985,162.5911874000003,163.46262860000024,163.4148863999999,163.45625850000033,163.46262860000024,163.46262860000024,0.04138650000004418,1.0326218000000154,165.4158054999998,None,,,,,,,,102,003,2025-05-17_14h40.57.329,project,2024.2.4,231.69064665074265,2025-05-17 14h41.07.152874 +0700,
3,44,faces/unknown/unknown_59.jpg,unknown,43,43,0,None,,,0,43,43,43,165.41978990000007,,,,,,,,,165.41602289999992,166.40331179999976,167.4035157999997,167.36166700000012,167.40044039999975,167.4035157999997,167.4035157999997,0.038791800000581134,1.0247212000003856,169.3624235999996,None,,,,,,,,102,003,2025-05-17_14h40.57.329,project,2024.2.4,231.69064665074265,2025-05-17 14h41.07.152874 +0700,
3,45,faces/unknown/unknown_33.jpg,unknown,44,44,0,None,,,0,44,44,44,169.36559659999966,,,,,,,,,169.36266820000037,170.34904840000036,171.2652922999996,171.21829700000035,171.2585726999996,171.2652922999996,171.2652922999996,0.040292499999850406,1.0308967999999368,173.2200684999998,None,,,,,,,,102,003,2025-05-17_14h40.57.329,project,2024.2.4,231.69064665074265,2025-05-17 14h41.07.152874 +0700,
3,46,faces/known/known_105.jpg,known,45,45,0,space,0.6574975000003178,0.20742080000036367,0,45,45,45,173.22417979999955,,,,,,,,,173.2202797,174.20765250000022,175.1810158999997,175.12880500000028,175.17771520000042,175.1810158999997,175.1810158999997,0.048921500000687956,1.0371916000003694,177.1325506000003,space,0.6574975000003178,0.20742080000036367,,,,,,102,003,2025-05-17_14h40.57.329,project,2024.2.4,231.69064665074265,2025-05-17 14h41.07.152874 +0700,
3,47,faces/known/known_23.jpg,known,46,46,0,space,0.6562057999999524,0.18416309999975056,0,46,46,46,177.1366797999999,,,,,,,,,177.1327953,178.11602690000018,178.93351390000043,178.88590600000043,178.92921149999984,178.93351390000043,178.93351390000043,0.04331770000044344,1.030564400000003,180.88671150000027,space,0.6562057999999524,0.18416309999975056,,,,,,102,003,2025-05-17_14h40.57.329,project,2024.2.4,231.69064665074265,2025-05-17 14h41.07.152874 +0700,
3,48,faces/known/known_41.jpg,known,47,47,0,space,1.4540393000006588,0.17609189999984665,0,47,47,47,180.8905391999997,,,,,,,,,180.88693909999984,181.87406999999985,182.82425619999958,182.7918098,182.8210554999996,182.82425619999958,182.82425619999958,0.029248699999698147,1.0159858999995777,184.79630989999987,space,1.4540393000006588,0.17609189999984665,,,,,,102,003,2025-05-17_14h40.57.329,project,2024.2.4,231.69064665074265,2025-05-17 14h41.07.152874 +0700,
3,49,faces/unknown/unknown_152.jpg,unknown,48,48,0,None,,,0,48,48,48,184.79909059999954,,,,,,,,,184.79654990000017,185.77864649999992,186.50239770000007,186.4429252,186.49505750000026,186.50239770000007,186.50239770000007,0.052143799999612384,1.0460800999999265,188.44477540000025,None,,,,,,,,102,003,2025-05-17_14h40.57.329,project,2024.2.4,231.69064665074265,2025-05-17 14h41.07.152874 +0700,
3,50,faces/known/known_138.jpg,known,49,49,0,space,0.7721455999999307,0.1837177999996129,0,49,49,49,188.45003420000012,,,,,,,,,188.44496249999975,189.43569109999953,190.16232579999996,190.10692389999986,190.15684249999958,190.16232579999996,190.16232579999996,0.049929700000575394,1.0391286000003674,192.1076665999999,space,0.7721455999999307,0.1837177999996129,,,,,,102,003,2025-05-17_14h40.57.329,project,2024.2.4,231.69064665074265,2025-05-17 14h41.07.152874 +0700,
